,ind,title,text,label,tok_nums
47,47,annakarenina,"Then, for the first time, grasping that for every man, and himself too, there was nothing in store but suffering, death, and forgetfulness, he had made up his mind that life was impossible like that, and that he must either interpret life so that it would not present itself to him as the evil jest of some devil, or shoot himself. But he had not done either, but had gone on living, thinking, and feeling, and had even at that very time married, and had had many joys and had been happy, when he was not thinking of the meaning of his life.",hopeless_empty_agony,"[101, 2059, 1010, 2005, 1996, 2034, 2051, 1010, 20854, 2008, 2005, 2296, 2158, 1010, 1998, 2370, 2205, 1010, 2045, 2001, 2498, 1999, 3573, 2021, 6114, 1010, 2331, 1010, 1998, 5293, 20938, 1010, 2002, 2018, 2081, 2039, 2010, 2568, 2008, 2166, 2001, 5263, 2066, 2008, 1010, 1998, 2008, 2002, 2442, 2593, 17841, 2166, 2061, 2008, 2009, 2052, 2025, 2556, 2993, 2000, 2032, 2004, 1996, 4763, 15333, 3367, 1997, 2070, 6548, 1010, 2030, 5607, 2370, 1012, 2021, 2002, 2018, 2025, 2589, 2593, 1010, 2021, 2018, 2908, 2006, 2542, 1010, 3241, 1010, 1998, 3110, 1010, 1998, 2018, 2130, 2012, 2008, 2200, 2051, 2496, 1010, 1998, 2018, 2018, 2116, 6569, 2015, 1998, 2018, 2042, 3407, 1010, 2043, 2002, 2001, 2025, 3241, 1997, 1996, 3574, 1997, 2010, 2166, 1012, 102]"
48,48,annakarenina,"He had lived (without being aware of it) on those spiritual truths that he had sucked in with his mother�s milk, but he had thought, not merely without recognition of these truths, but studiously ignoring them. Now it was clear to him that he could only live by virtue of the beliefs in which he had been brought up. �What should I have been, and how should I have spent my life, if I had not had these beliefs, if I had not known that I must live for God and not for my own desires?""",senseless_meaning_making,"[101, 2002, 2018, 2973, 1006, 2302, 2108, 5204, 1997, 2009, 1007, 2006, 2216, 6259, 23019, 2008, 2002, 2018, 8631, 1999, 2007, 2010, 10756, 6501, 1010, 2021, 2002, 2018, 2245, 1010, 2025, 6414, 2302, 5038, 1997, 2122, 23019, 1010, 2021, 2996, 27191, 9217, 2068, 1012, 2085, 2009, 2001, 3154, 2000, 2032, 2008, 2002, 2071, 2069, 2444, 2011, 11870, 1997, 1996, 9029, 1999, 2029, 2002, 2018, 2042, 2716, 2039, 1012, 2054, 2323, 1045, 2031, 2042, 1010, 1998, 2129, 2323, 1045, 2031, 2985, 2026, 2166, 1010, 2065, 1045, 2018, 2025, 2018, 2122, 9029, 1010, 2065, 1045, 2018, 2025, 2124, 2008, 1045, 2442, 2444, 2005, 2643, 1998, 2025, 2005, 2026, 2219, 14714, 1029, 1000, 102]"
49,49,annakarenina,"And all at once she thought of the man crushed by the train the day she had first met Vronsky, and she knew what she had to do. With a rapid, light step she went down the steps that led from the tank to the rails and stopped quite near the approaching train. She looked at the lower part of the carriages, at the screws and chains and the tall cast-iron wheel of the first carriage slowly moving up, and trying to measure the middle between the front and back wheels, and the very minute when that middle point would be opposite her. �There,� she said to herself, looking into the shadow of the carriage, at the sand and coal dust which covered the sleepers��there, in the very middle, and I will punish him and escape from everyone and from myself.� ",romantic_reunion,"[101, 1998, 2035, 2012, 2320, 2016, 2245, 1997, 1996, 2158, 10560, 2011, 1996, 3345, 1996, 2154, 2016, 2018, 2034, 2777, 27830, 5644, 4801, 1010, 1998, 2016, 2354, 2054, 2016, 2018, 2000, 2079, 1012, 2007, 1037, 5915, 1010, 2422, 3357, 2016, 2253, 2091, 1996, 4084, 2008, 2419, 2013, 1996, 4951, 2000, 1996, 15168, 1998, 3030, 3243, 2379, 1996, 8455, 3345, 1012, 2016, 2246, 2012, 1996, 2896, 2112, 1997, 1996, 17744, 1010, 2012, 1996, 11224, 2015, 1998, 8859, 1998, 1996, 4206, 3459, 1011, 3707, 5217, 1997, 1996, 2034, 9118, 3254, 3048, 2039, 1010, 1998, 2667, 2000, 5468, 1996, 2690, 2090, 1996, 2392, 1998, 2067, 7787, 1010, 1998, 1996, 2200, 3371, 2043, 2008, 2690, 2391, 2052, 2022, 4500, 2014, 1012, 2045, 1010, 2016, 2056, 2000, 2841, 1010, 2559, 2046, 1996, 5192, 1997, 1996, 9118, 1010, 2012, 1996, 5472, 1998, 5317, 6497, 2029, 3139, 1996, 24372, 3367, 5886, 2063, 1010, 1999, 1996, 2200, 2690, 1010, 1998, 1045, 2097, 16385, 2032, 1998, 4019, 2013, 3071, 1998, 2013, 2870, 1012, 102]"
50,50,annakarenina,"�Lord, forgive me all!� she said, feeling it impossible to struggle. ",guilt_penance_self_loathing,"[101, 2935, 1010, 9641, 2033, 2035, 999, 2016, 2056, 1010, 3110, 2009, 5263, 2000, 5998, 1012, 102]"
51,51,annakarenina,"A peasant muttering something was working at the iron above her. And the light by which she had read the book filled with troubles, falsehoods, sorrow, and evil, flared up more brightly than ever before, lighted up for her all that had been in darkness, flickered, began to grow dim, and was quenched forever.",hopeless_empty_agony,"[101, 1037, 14539, 22581, 2242, 2001, 2551, 2012, 1996, 3707, 2682, 2014, 1012, 1998, 1996, 2422, 2011, 2029, 2016, 2018, 3191, 1996, 2338, 3561, 2007, 13460, 1010, 6270, 9021, 2015, 1010, 14038, 1010, 1998, 4763, 1010, 14937, 2039, 2062, 14224, 2084, 2412, 2077, 1010, 26390, 2039, 2005, 2014, 2035, 2008, 2018, 2042, 1999, 4768, 1010, 15999, 1010, 2211, 2000, 4982, 11737, 1010, 1998, 2001, 10861, 19282, 5091, 1012, 102]"
52,52,annakarenina,"He still lay down, trying to sleep, though he felt there was not the smallest hope of it, and kept repeating stray words from some chain of thought, trying by this to check the rising flood of fresh images. He listened, and heard in a strange, mad whisper words repeated: �I did not appreciate it, did not make enough of it. I did not appreciate it, did not make enough of it.� �What�s this? Am I going out of my mind?� he said to himself. �Perhaps. What makes men go out of their minds; what makes men shoot themselves?�",hopeless_empty_agony,"[101, 2002, 2145, 3913, 2091, 1010, 2667, 2000, 3637, 1010, 2295, 2002, 2371, 2045, 2001, 2025, 1996, 10479, 3246, 1997, 2009, 1010, 1998, 2921, 15192, 15926, 2616, 2013, 2070, 4677, 1997, 2245, 1010, 2667, 2011, 2023, 2000, 4638, 1996, 4803, 7186, 1997, 4840, 4871, 1012, 2002, 7791, 1010, 1998, 2657, 1999, 1037, 4326, 1010, 5506, 7204, 2616, 5567, 1024, 1045, 2106, 2025, 9120, 2009, 1010, 2106, 2025, 2191, 2438, 1997, 2009, 1012, 1045, 2106, 2025, 9120, 2009, 1010, 2106, 2025, 2191, 2438, 1997, 2009, 1012, 2054, 2015, 2023, 1029, 2572, 1045, 2183, 2041, 1997, 2026, 2568, 1029, 2002, 2056, 2000, 2370, 1012, 3383, 1012, 2054, 3084, 2273, 2175, 2041, 1997, 2037, 9273, 1025, 2054, 3084, 2273, 5607, 3209, 1029, 102]"
53,53,annakarenina,"�I must think what to do. What is left?� His mind rapidly ran through his life apart from his love of Anna. �Ambition? Serpuhovskoy? Society? The court?� He could not come to a pause anywhere. All of it had had meaning before, but now there was no reality in it. He got up from the sofa, took off his coat, undid his belt, and uncovering his hairy chest to breathe more freely, walked up and down the room. �This is how people go mad,� he repeated, �and how they shoot themselves ... to escape humiliation,� he added slowly. 
",romantic_reunion,"[101, 1045, 2442, 2228, 2054, 2000, 2079, 1012, 2054, 2003, 2187, 1029, 2010, 2568, 5901, 2743, 2083, 2010, 2166, 4237, 2013, 2010, 2293, 1997, 4698, 1012, 16290, 1029, 14262, 14289, 6806, 15088, 3683, 2100, 1029, 2554, 1029, 1996, 2457, 1029, 2002, 2071, 2025, 2272, 2000, 1037, 8724, 5973, 1012, 2035, 1997, 2009, 2018, 2018, 3574, 2077, 1010, 2021, 2085, 2045, 2001, 2053, 4507, 1999, 2009, 1012, 2002, 2288, 2039, 2013, 1996, 10682, 1010, 2165, 2125, 2010, 5435, 1010, 6151, 3593, 2010, 5583, 1010, 1998, 26944, 2075, 2010, 15892, 3108, 2000, 7200, 2062, 10350, 1010, 2939, 2039, 1998, 2091, 1996, 2282, 1012, 2023, 2003, 2129, 2111, 2175, 5506, 1010, 2002, 5567, 1010, 1998, 2129, 2027, 5607, 3209, 1012, 1012, 1012, 2000, 4019, 21171, 1010, 2002, 2794, 3254, 1012, 102]"
54,54,annakarenina,"He went to the door and closed it, then with fixed eyes and clenched teeth he went up to the table, took a revolver, looked round him, turned it to a loaded barrel, and sank into thought. For two minutes, his head bent forward with an expression of an intense effort of thought, he stood with the revolver in his hand, motionless, thinking. �Of course,� he said to himself, as though a logical, continuous, and clear chain of reasoning had brought him to an indubitable conclusion. In reality this �of course,� that seemed convincing to him, was simply the result of exactly the same circle of memories and images through which he had passed ten times already during the last hour�memories of happiness lost forever.",hopeless_empty_agony,"[101, 2002, 2253, 2000, 1996, 2341, 1998, 2701, 2009, 1010, 2059, 2007, 4964, 2159, 1998, 8555, 4091, 2002, 2253, 2039, 2000, 1996, 2795, 1010, 2165, 1037, 17863, 1010, 2246, 2461, 2032, 1010, 2357, 2009, 2000, 1037, 8209, 8460, 1010, 1998, 7569, 2046, 2245, 1012, 2005, 2048, 2781, 1010, 2010, 2132, 6260, 2830, 2007, 2019, 3670, 1997, 2019, 6387, 3947, 1997, 2245, 1010, 2002, 2768, 2007, 1996, 17863, 1999, 2010, 2192, 1010, 19917, 1010, 3241, 1012, 1997, 2607, 1010, 2002, 2056, 2000, 2370, 1010, 2004, 2295, 1037, 11177, 1010, 7142, 1010, 1998, 3154, 4677, 1997, 13384, 2018, 2716, 2032, 2000, 2019, 27427, 12083, 6590, 3468, 7091, 1012, 1999, 4507, 2023, 1997, 2607, 1010, 2008, 2790, 13359, 2000, 2032, 1010, 2001, 3432, 1996, 2765, 1997, 3599, 1996, 2168, 4418, 1997, 5758, 1998, 4871, 2083, 2029, 2002, 2018, 2979, 2702, 2335, 2525, 2076, 1996, 2197, 3178, 4168, 24610, 2229, 1997, 8404, 2439, 5091, 1012, 102]"
55,55,annakarenina," There was the same conception of the senselessness of everything to come in life, the same consciousness of humiliation. Even the sequence of these images and emotions was the same. �Of course,� he repeated, when for the third time his thought passed again round the same spellbound circle of memories and images, and pulling the revolver to the left side of his chest, and clutching it vigorously with his whole hand, as it were, squeezing it in his fist, he pulled the trigger. ",senseless_meaning_making,"[101, 2045, 2001, 1996, 2168, 13120, 1997, 1996, 3168, 24913, 1997, 2673, 2000, 2272, 1999, 2166, 1010, 1996, 2168, 8298, 1997, 21171, 1012, 2130, 1996, 5537, 1997, 2122, 4871, 1998, 6699, 2001, 1996, 2168, 1012, 1997, 2607, 1010, 2002, 5567, 1010, 2043, 2005, 1996, 2353, 2051, 2010, 2245, 2979, 2153, 2461, 1996, 2168, 6297, 15494, 4418, 1997, 5758, 1998, 4871, 1010, 1998, 4815, 1996, 17863, 2000, 1996, 2187, 2217, 1997, 2010, 3108, 1010, 1998, 14197, 2009, 22400, 2007, 2010, 2878, 2192, 1010, 2004, 2009, 2020, 1010, 15328, 2009, 1999, 2010, 7345, 1010, 2002, 2766, 1996, 9495, 1012, 102]"
56,56,annakarenina,"He did not hear the sound of the shot, but a violent blow on his chest sent him reeling. He tried to clutch at the edge of the table, dropped the revolver, staggered, and sat down on the ground, looking about him in astonishment. He did not recognize his room, looking up from the ground, at the bent legs of the table, at the wastepaper basket, and the tiger-skin rug. The hurried, creaking steps of his servant coming through the drawing-room brought him to his senses. He made an effort at thought, and was aware that he was on the floor; and seeing blood on the tiger-skin rug and on his arm, he knew he had shot himself. �Idiotic! Missed!� he said, fumbling after the revolver. ",cowardice_foolish_unpleasant,"[101, 2002, 2106, 2025, 2963, 1996, 2614, 1997, 1996, 2915, 1010, 2021, 1037, 6355, 6271, 2006, 2010, 3108, 2741, 2032, 28515, 1012, 2002, 2699, 2000, 15357, 2012, 1996, 3341, 1997, 1996, 2795, 1010, 3333, 1996, 17863, 1010, 14648, 1010, 1998, 2938, 2091, 2006, 1996, 2598, 1010, 2559, 2055, 2032, 1999, 23819, 1012, 2002, 2106, 2025, 6807, 2010, 2282, 1010, 2559, 2039, 2013, 1996, 2598, 1010, 2012, 1996, 6260, 3456, 1997, 1996, 2795, 1010, 2012, 1996, 5949, 23298, 10810, 1010, 1998, 1996, 6816, 1011, 3096, 20452, 1012, 1996, 9520, 1010, 13675, 25508, 2075, 4084, 1997, 2010, 7947, 2746, 2083, 1996, 5059, 1011, 2282, 2716, 2032, 2000, 2010, 9456, 1012, 2002, 2081, 2019, 3947, 2012, 2245, 1010, 1998, 2001, 5204, 2008, 2002, 2001, 2006, 1996, 2723, 1025, 1998, 3773, 2668, 2006, 1996, 6816, 1011, 3096, 20452, 1998, 2006, 2010, 2849, 1010, 2002, 2354, 2002, 2018, 2915, 2370, 1012, 10041, 2594, 999, 4771, 999, 2002, 2056, 1010, 11865, 29256, 2044, 1996, 17863, 1012, 102]"
57,57,anthonyandcleopatra,"It were pity to cast them away for nothing, though, between them and a great cause they should be esteemed nothing. Cleopatra, catching but the least noise of this, dies instantly. I have seen her die twenty times upon far poorer moment. I do think there is mettle in death which commits some loving act upon her, she hath such a celerity in dying.",cowardice_foolish_unpleasant,"[101, 2009, 2020, 12063, 2000, 3459, 2068, 2185, 2005, 2498, 1010, 2295, 1010, 2090, 2068, 1998, 1037, 2307, 3426, 2027, 2323, 2022, 19593, 2098, 2498, 1012, 22003, 1010, 9105, 2021, 1996, 2560, 5005, 1997, 2023, 1010, 8289, 6880, 1012, 1045, 2031, 2464, 2014, 3280, 3174, 2335, 2588, 2521, 27196, 2617, 1012, 1045, 2079, 2228, 2045, 2003, 2777, 9286, 1999, 2331, 2029, 27791, 2070, 8295, 2552, 2588, 2014, 1010, 2016, 6045, 2232, 2107, 1037, 8292, 3917, 3012, 1999, 5996, 1012, 102]"
58,58,anthonyandcleopatra,"CLEOPATRA: To th� monument! Mardian, go tell him I have slain myself. Say that the last I spoke was �Antony�, And word it, prithee, piteously. Hence, Mardian, And bring me how he takes my death.�To th� monument!",romantic_reunion,"[101, 22003, 1024, 2000, 16215, 6104, 999, 9388, 11692, 1010, 2175, 2425, 2032, 1045, 2031, 19668, 2870, 1012, 2360, 2008, 1996, 2197, 1045, 3764, 2001, 16262, 1010, 1998, 2773, 2009, 1010, 26927, 10760, 2063, 1010, 6770, 14769, 2135, 1012, 6516, 1010, 9388, 11692, 1010, 1998, 3288, 2033, 2129, 2002, 3138, 2026, 2331, 1012, 2000, 16215, 6104, 999, 102]"
59,59,anthonyandcleopatra,"ANTONY: My good knave Eros, now thy captain is Even such a body. Here I am Antony, Yet cannot hold this visible shape, my knave. I made these wars for Egypt, and the Queen, Whose heart I thought I had, for she had mine, Which, whilst it was mine, had annexed unto�t A million more, now lost�she, Eros, has Packed cards with Caesar, and false-played my glory Unto an enemy�s triumph. Nay, weep not, gentle Eros. There is left us Ourselves to end ourselves.",romantic_reunion,"[101, 16262, 1024, 2026, 2204, 14161, 10696, 9413, 2891, 1010, 2085, 15177, 2952, 2003, 2130, 2107, 1037, 2303, 1012, 2182, 1045, 2572, 16262, 1010, 2664, 3685, 2907, 2023, 5710, 4338, 1010, 2026, 14161, 10696, 1012, 1045, 2081, 2122, 5233, 2005, 5279, 1010, 1998, 1996, 3035, 1010, 3005, 2540, 1045, 2245, 1045, 2018, 1010, 2005, 2016, 2018, 3067, 1010, 2029, 1010, 5819, 2009, 2001, 3067, 1010, 2018, 13291, 19662, 2102, 1037, 2454, 2062, 1010, 2085, 2439, 4095, 2063, 1010, 9413, 2891, 1010, 2038, 8966, 5329, 2007, 11604, 1010, 1998, 6270, 1011, 2209, 2026, 8294, 19662, 2019, 4099, 2015, 10911, 1012, 29349, 1010, 27874, 2025, 1010, 7132, 9413, 2891, 1012, 2045, 2003, 2187, 2149, 9731, 2000, 2203, 9731, 1012, 102]"
60,60,anthonyandcleopatra,"MARDIAN: Death of one person can be paid but once, And that she has discharged. What thou wouldst do Is done unto thy hand. The last she spake Was �Antony! Most noble Antony!� Then in the midst a tearing groan did break The name of Antony; it was divided Between her heart and lips. She rendered life, Thy name so buried in her.",romantic_reunion,"[101, 9388, 11692, 1024, 2331, 1997, 2028, 2711, 2064, 2022, 3825, 2021, 2320, 1010, 1998, 2008, 2016, 2038, 14374, 1012, 2054, 15223, 2052, 3367, 2079, 2003, 2589, 19662, 15177, 2192, 1012, 1996, 2197, 2016, 12403, 3489, 2001, 16262, 999, 2087, 7015, 16262, 999, 2059, 1999, 1996, 12930, 1037, 13311, 13001, 2106, 3338, 1996, 2171, 1997, 16262, 1025, 2009, 2001, 4055, 2090, 2014, 2540, 1998, 2970, 1012, 2016, 10155, 2166, 1010, 15177, 2171, 2061, 3950, 1999, 2014, 1012, 102]"
61,61,anthonyandcleopatra,"ANTONY: Come, then, for with a wound I must be cured. Draw that thy honest sword, which thou hast worn Most useful for thy country.",noble_agented,"[101, 16262, 1024, 2272, 1010, 2059, 1010, 2005, 2007, 1037, 6357, 1045, 2442, 2022, 21391, 1012, 4009, 2008, 15177, 7481, 4690, 1010, 2029, 15223, 2038, 2102, 6247, 2087, 6179, 2005, 15177, 2406, 1012, 102]"
62,62,anthonyandcleopatra,"ANTONY: When I did make thee free, swor�st thou not then To do this when I bade thee? Do it at once, Or thy precedent services are all But accidents unpurposed. Draw, and come. ",noble_agented,"[101, 16262, 1024, 2043, 1045, 2106, 2191, 14992, 2489, 1010, 25430, 5668, 2102, 15223, 2025, 2059, 2000, 2079, 2023, 2043, 1045, 2919, 2063, 14992, 1029, 2079, 2009, 2012, 2320, 1010, 2030, 15177, 20056, 2578, 2024, 2035, 2021, 13436, 4895, 5311, 19155, 1012, 4009, 1010, 1998, 2272, 1012, 102]"
63,63,anthonyandcleopatra,"EROS: My sword is drawn. ANTONY: Then let it do at once The thing why thou hast drawn it. EROS: My dear master, My captain and my emperor, let me say, Before I strike this bloody stroke, farewell. ANTONY: �Tis said, man, and farewell. EROS: Farewell, great chief. Shall I strike now? ANTONY: Now, Eros. EROS: Why, there then! [kills himself] Thus do I escape the sorrow Of Antony�s death. [Dies.] ",noble_agented,"[101, 9413, 2891, 1024, 2026, 4690, 2003, 4567, 1012, 16262, 1024, 2059, 2292, 2009, 2079, 2012, 2320, 1996, 2518, 2339, 15223, 2038, 2102, 4567, 2009, 1012, 9413, 2891, 1024, 2026, 6203, 3040, 1010, 2026, 2952, 1998, 2026, 3750, 1010, 2292, 2033, 2360, 1010, 2077, 1045, 4894, 2023, 6703, 6909, 1010, 13407, 1012, 16262, 1024, 22320, 2056, 1010, 2158, 1010, 1998, 13407, 1012, 9413, 2891, 1024, 13407, 1010, 2307, 2708, 1012, 4618, 1045, 4894, 2085, 1029, 16262, 1024, 2085, 1010, 9413, 2891, 1012, 9413, 2891, 1024, 2339, 1010, 2045, 2059, 999, 1031, 8563, 2370, 1033, 2947, 2079, 1045, 4019, 1996, 14038, 1997, 16262, 2015, 2331, 1012, 1031, 8289, 1012, 1033, 102]"
64,64,anthonyandcleopatra,"ANTONY: Thrice nobler than myself! Thou teachest me, O valiant Eros, what I should and thou couldst not. My queen and Eros Have by their brave instruction got upon me A nobleness in record. ",noble_agented,"[101, 16262, 1024, 16215, 17599, 7015, 2099, 2084, 2870, 999, 15223, 12011, 2102, 2033, 1010, 1051, 24329, 9413, 2891, 1010, 2054, 1045, 2323, 1998, 15223, 2071, 3367, 2025, 1012, 2026, 3035, 1998, 9413, 2891, 2031, 2011, 2037, 9191, 7899, 2288, 2588, 2033, 1037, 7015, 2791, 1999, 2501, 1012, 102]"
65,65,anthonyandcleopatra,"ANTONY: But I will be A bridegroom in my death and run into�t As to a lover�s bed. Come then, and, Eros, Thy master dies thy scholar. To do thus [Falling on his sword.] I learned of thee. ",noble_agented,"[101, 16262, 1024, 2021, 1045, 2097, 2022, 1037, 8959, 16523, 17650, 1999, 2026, 2331, 1998, 2448, 2046, 2102, 2004, 2000, 1037, 10205, 2793, 1012, 2272, 2059, 1010, 1998, 1010, 9413, 2891, 1010, 15177, 3040, 8289, 15177, 6288, 1012, 2000, 2079, 2947, 1031, 4634, 2006, 2010, 4690, 1012, 1033, 1045, 4342, 1997, 14992, 1012, 102]"
66,66,anthonyandcleopatra,"ANTONY: How? Not dead? Not dead? The guard, ho! O, dispatch me! ",cowardice_foolish_unpleasant,"[101, 16262, 1024, 2129, 1029, 2025, 2757, 1029, 2025, 2757, 1029, 1996, 3457, 1010, 7570, 999, 1051, 1010, 18365, 2033, 999, 102]"
67,67,anthonyandcleopatra,"[Enter a company of the Guard, one of them Dercetus.] FIRST GUARD: What�s the noise? ANTONY: I have done my work ill, friends. O, make an end Of what I have begun. SECOND GUARD: The star is fallen. FIRST GUARD: And time is at his period. ALL: Alas, and woe! ",senseless_meaning_making,"[101, 1031, 4607, 1037, 2194, 1997, 1996, 3457, 1010, 2028, 1997, 2068, 4315, 3401, 5809, 1012, 1033, 2034, 3457, 1024, 2054, 2015, 1996, 5005, 1029, 16262, 1024, 1045, 2031, 2589, 2026, 2147, 5665, 1010, 2814, 1012, 1051, 1010, 2191, 2019, 2203, 1997, 2054, 1045, 2031, 5625, 1012, 2117, 3457, 1024, 1996, 2732, 2003, 5357, 1012, 2034, 3457, 1024, 1998, 2051, 2003, 2012, 2010, 2558, 1012, 2035, 1024, 21862, 2015, 1010, 1998, 24185, 2063, 999, 102]"
68,68,anthonyandcleopatra,ANTONY: Let him that loves me strike me dead. FIRST GUARD: Not I. SECOND GUARD: Nor I. THIRD GUARD: Nor anyone.  [Exeunt guard.],cowardice_foolish_unpleasant,"[101, 16262, 1024, 2292, 2032, 2008, 7459, 2033, 4894, 2033, 2757, 1012, 2034, 3457, 1024, 2025, 1045, 1012, 2117, 3457, 1024, 4496, 1045, 1012, 2353, 3457, 1024, 4496, 3087, 1012, 1031, 4654, 13765, 3372, 3457, 1012, 1033, 102]"
69,69,anthonyandcleopatra,"CLEOPATRA: Quick, quick, good hands. [Drawing a dagger.] ",noble_agented,"[101, 22003, 1024, 4248, 1010, 4248, 1010, 2204, 2398, 1012, 1031, 5059, 1037, 10794, 1012, 1033, 102]"
70,70,anthonyandcleopatra,"PROCULEIUS: Hold, worthy lady, hold! [Seizes and disarms her.] Do not yourself such wrong, who are in this Relieved, but not betrayed.",cowardice_foolish_unpleasant,"[101, 4013, 21225, 4173, 1024, 2907, 1010, 11007, 3203, 1010, 2907, 999, 1031, 15126, 2015, 1998, 4487, 10286, 5244, 2014, 1012, 1033, 2079, 2025, 4426, 2107, 3308, 1010, 2040, 2024, 1999, 2023, 7653, 1010, 2021, 2025, 12056, 1012, 102]"
71,71,anthonyandcleopatra,"CLEOPATRA: What, of death too, That rids our dogs of languish? ",noble_agented,"[101, 22003, 1024, 2054, 1010, 1997, 2331, 2205, 1010, 2008, 9436, 2015, 2256, 6077, 1997, 11374, 27020, 2232, 1029, 102]"
72,72,anthonyandcleopatra,"PROCULEIUS: Cleopatra, Do not abuse my master�s bounty by Th� undoing of yourself. Let the world see His nobleness well acted, which your death Will never let come forth. ",cowardice_foolish_unpleasant,"[101, 4013, 21225, 4173, 1024, 22003, 1010, 2079, 2025, 6905, 2026, 5972, 17284, 2011, 16215, 25672, 2075, 1997, 4426, 1012, 2292, 1996, 2088, 2156, 2010, 7015, 2791, 2092, 6051, 1010, 2029, 2115, 2331, 2097, 2196, 2292, 2272, 5743, 1012, 102]"
73,73,anthonyandcleopatra,"CLEOPATRA: Where art thou, Death? Come hither, come! Come, come, and take a queen Worth many babes and beggars!",noble_agented,"[101, 22003, 1024, 2073, 2396, 15223, 1010, 2331, 1029, 2272, 2718, 5886, 1010, 2272, 999, 2272, 1010, 2272, 1010, 1998, 2202, 1037, 3035, 4276, 2116, 11561, 2015, 1998, 11693, 6843, 2015, 999, 102]"
74,74,anthonyandcleopatra,"CLEOPATRA: Sir, I will eat no meat; I�ll not drink, sir; If idle talk will once be necessary, I�ll not sleep neither. This mortal house I�ll ruin, Do Caesar what he can. Know, sir, that I Will not wait pinioned at your master�s court, Nor once be chastised with the sober eye Of dull Octavia. Shall they hoist me up And show me to the shouting varletry Of censuring Rome? Rather a ditch in Egypt Be gentle grave unto me! Rather on Nilus� mud Lay me stark-naked, and let the water-flies Blow me into abhorring! Rather make My country�s high pyramides my gibbet And hang me up in chains!",noble_agented,"[101, 22003, 1024, 2909, 1010, 1045, 2097, 4521, 2053, 6240, 1025, 5665, 2025, 4392, 1010, 2909, 1025, 2065, 18373, 2831, 2097, 2320, 2022, 4072, 1010, 5665, 2025, 3637, 4445, 1012, 2023, 9801, 2160, 5665, 10083, 1010, 2079, 11604, 2054, 2002, 2064, 1012, 2113, 1010, 2909, 1010, 2008, 1045, 2097, 2025, 3524, 9231, 19798, 2012, 2115, 5972, 2457, 1010, 4496, 2320, 2022, 15775, 29472, 2098, 2007, 1996, 17358, 3239, 1997, 10634, 13323, 15164, 1012, 4618, 2027, 7570, 2923, 2033, 2039, 1998, 2265, 2033, 2000, 1996, 11273, 13075, 7485, 2854, 1997, 8292, 3619, 12228, 4199, 1029, 2738, 1037, 14033, 1999, 5279, 2022, 7132, 6542, 19662, 2033, 999, 2738, 2006, 9152, 7393, 8494, 3913, 2033, 9762, 1011, 6248, 1010, 1998, 2292, 1996, 2300, 1011, 10029, 6271, 2033, 2046, 11113, 16368, 4892, 999, 2738, 2191, 2026, 2406, 2015, 2152, 11918, 2229, 2026, 21025, 19473, 2102, 1998, 6865, 2033, 2039, 1999, 8859, 999, 102]"
75,75,anthonyandcleopatra,"PROCULEIUS: To Caesar I will speak what you shall please, If you�ll employ me to him. CLEOPATRA: Say I would die.",noble_agented,"[101, 4013, 21225, 4173, 1024, 2000, 11604, 1045, 2097, 3713, 2054, 2017, 4618, 3531, 1010, 2065, 2017, 3363, 12666, 2033, 2000, 2032, 1012, 22003, 1024, 2360, 1045, 2052, 3280, 1012, 102]"
76,76,anthonyandcleopatra,"CAESAR: if you seek To lay on me a cruelty by taking Antony�s course, you shall bereave yourself Of my good purposes, and put your children To that destruction which I�ll guard them from If thereon you rely. ",cowardice_foolish_unpleasant,"[101, 11604, 1024, 2065, 2017, 6148, 2000, 3913, 2006, 2033, 1037, 18186, 2011, 2635, 16262, 2015, 2607, 1010, 2017, 4618, 2022, 16416, 3726, 4426, 1997, 2026, 2204, 5682, 1010, 1998, 2404, 2115, 2336, 2000, 2008, 6215, 2029, 5665, 3457, 2068, 2013, 2065, 2045, 2239, 2017, 11160, 1012, 102]"
77,77,anthonyandcleopatra,"CLEOPATRA: Show me, my women, like a queen. Go fetch My best attires. I am again for Cydnus To meet Mark Antony. Sirrah, Iras, go. Now, noble Charmian, we�ll dispatch indeed, And when thou hast done this chare, I�ll give thee leave To play till doomsday. Bring our crown and all.",noble_agented,"[101, 22003, 1024, 2265, 2033, 1010, 2026, 2308, 1010, 2066, 1037, 3035, 1012, 2175, 18584, 2026, 2190, 20426, 2015, 1012, 1045, 2572, 2153, 2005, 22330, 2094, 10182, 2000, 3113, 2928, 16262, 1012, 2909, 10404, 1010, 11209, 2015, 1010, 2175, 1012, 2085, 1010, 7015, 11084, 2937, 1010, 2092, 18365, 5262, 1010, 1998, 2043, 15223, 2038, 2102, 2589, 2023, 25869, 2063, 1010, 5665, 2507, 14992, 2681, 2000, 2377, 6229, 12677, 16150, 4710, 1012, 3288, 2256, 4410, 1998, 2035, 1012, 102]"
